gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,0.02777777778,1,0,1,0,0,0,0,0,1,0,1,0,0.6164179104,0.02085252395,1
0,0,0,1,0.05555555556,1,1,1,0,0,1,1,0,0,0,1,1,0.6850746269,0.03931581614,1
1,0,1,1,0.9722222222,1,1,2,1,1,1,1,1,0,2,1,2,0.6069651741,0.659986413,0
1,0,0,0,0.06944444444,1,1,1,0,0,0,0,0,0,0,1,2,0.5736318408,0.04119265844,1
1,0,1,1,0.7361111111,1,1,2,1,0,1,1,1,1,0,0,0,0.6711442786,0.5315148305,0
0,0,1,0,0.6527777778,1,1,1,1,1,1,0,1,0,0,1,0,0.8009950249,0.5220269897,1
0,0,0,1,0.4305555556,1,0,0,0,0,0,0,0,0,1,0,3,0.0184079602,0.06784842483,0
1,0,1,1,0.1805555556,1,0,2,0,1,1,1,0,0,0,0,2,0.4333333333,0.08636928887,0
0,0,1,1,0.3888888889,1,1,2,0,0,0,0,0,0,0,0,1,0.3149253731,0.162381402,0
0,0,0,0,0.1388888889,1,1,1,0,0,0,0,0,1,0,0,0,0.6786069652,0.09566714259,1
1,0,1,0,0.5277777778,1,0,0,0,0,0,0,0,0,2,0,2,0.02139303483,0.08560934046,0
0,0,0,0,0.01388888889,1,0,2,0,0,0,0,0,0,0,1,1,0.2691542289,0.00521600958,1
1,0,1,0,0.9305555556,1,1,1,0,1,1,0,1,1,1,0,0,0.8542288557,0.8107095155,1
1,0,1,0,0.7222222222,1,0,2,1,1,0,0,1,1,1,1,1,0.5686567164,0.4450822126,0
1,0,1,1,0.8611111111,1,0,1,1,1,1,1,1,1,2,0,1,0.8945273632,0.7859305914,0
0,0,0,0,0.2222222222,1,0,1,0,1,0,0,0,1,0,1,0,0.6766169154,0.1543040715,0
0,1,1,0,0.06944444444,1,1,1,0,1,0,0,0,0,0,1,0,0.6243781095,0.04279315586,1
1,0,0,0,0.1666666667,1,0,1,0,0,1,0,1,1,1,0,0,0.7706467662,0.13633014,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0.9810945274,0.9761537399,0
1,1,0,0,0.9861111111,1,1,1,0,1,0,1,1,1,1,0,2,0.8706467662,0.8500886606,0
0,0,1,0,0.3333333333,1,0,0,0,0,0,0,0,0,1,0,1,0.01890547264,0.05260339904,0
0,0,0,0,0.2083333333,1,0,0,0,0,0,0,0,0,2,0,1,0.01343283582,0.0381816507,0
1,0,1,0,0.9305555556,1,0,1,1,1,0,0,0,1,1,1,3,0.7199004975,0.6973275147,1
1,0,0,1,0.02777777778,1,1,2,1,1,0,0,0,0,0,0,2,0.4248756219,0.01549834193,0
0,0,1,1,0.06944444444,0,0,2,0,0,0,0,0,0,0,0,1,0.06766169154,0.01445053427,0
0,0,1,0,0.2083333333,1,0,1,0,0,0,0,1,1,0,0,0,0.6955223881,0.1601188283,1
1,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,1,1,0.01940298507,0.002325902727,1
1,0,1,1,0.5694444444,1,0,2,1,1,1,0,0,0,1,1,2,0.4184079602,0.2891603721,0
0,0,0,1,0.5972222222,1,0,2,1,1,0,0,0,1,0,1,0,0.4547263682,0.3151540623,0
1,1,1,0,0.01388888889,1,1,1,0,0,0,0,0,0,0,0,0,0.5577114428,0.008555176861,0
0,1,0,0,0.01388888889,1,0,1,0,0,0,0,0,0,0,1,1,0.5208955224,0.008129145173,0
0,0,1,1,0.3611111111,1,0,1,0,0,0,0,1,1,0,1,0,0.7218905473,0.2719463891,1
1,0,0,0,0.3055555556,1,1,1,0,1,0,0,0,0,0,1,0,0.607960199,0.1992389001,1
1,0,1,0,0.9861111111,1,1,2,1,1,1,1,1,1,2,0,2,0.7194029851,0.7373802506,0
1,0,0,0,0.09722222222,1,0,0,0,0,0,0,0,0,2,0,1,0.01194029851,0.01903901069,0
0,1,0,0,0.3888888889,1,1,2,0,1,1,1,0,0,0,0,2,0.4597014925,0.2150423729,0
1,1,0,0,0.2222222222,1,0,1,0,0,0,0,0,0,0,0,0,0.5114427861,0.1201294215,0
1,0,0,0,0.09722222222,1,0,0,0,0,0,0,0,0,1,0,1,0.01243781095,0.01480747973,0
0,0,0,0,0.9583333333,1,1,1,0,1,1,1,1,1,2,1,2,0.9179104478,0.8584480932,0
0,0,0,1,0.01388888889,0,0,2,0,0,0,0,0,0,0,0,1,0.06417910448,0.002844049374,0
1,0,0,0,0.04166666667,1,0,2,1,0,1,0,1,1,0,1,0,0.5885572139,0.02373687362,0
1,1,0,0,0.2916666667,1,0,1,0,0,1,0,1,1,0,1,2,0.7815920398,0.2337762528,1
0,0,1,0,0.9583333333,1,1,1,0,1,1,0,0,0,0,1,2,0.668159204,0.6758244289,0
0,0,1,0,0.9861111111,0,0,2,1,1,1,1,0,0,2,1,2,0.292039801,0.3889323876,0
0,0,1,1,0.9583333333,1,0,0,0,0,0,0,0,0,2,0,1,0.01144278607,0.155006448,0
0,0,0,0,0.6666666667,1,1,1,0,0,1,1,1,1,0,1,0,0.8517412935,0.5695064941,0
1,0,1,0,0.6527777778,1,1,1,0,1,1,0,0,0,0,1,2,0.647761194,0.4680591378,1
0,0,0,0,0.02777777778,1,1,2,0,0,0,0,0,0,0,1,0,0.3099502488,0.01226856116,1
1,0,0,0,0.625,1,1,1,1,0,1,1,1,1,0,1,3,0.8975124378,0.5716539241,0
1,0,0,0,0.7083333333,1,1,1,0,1,0,0,0,0,0,0,2,0.6243781095,0.4704483696,0
0,0,1,0,0.3055555556,1,1,2,1,0,0,1,1,1,0,1,0,0.6064676617,0.200666682,1
1,0,0,0,1,1,1,2,1,1,1,1,1,1,2,0,2,0.6805970149,0.7167464996,0
1,0,1,1,0.5138888889,1,1,1,0,1,1,0,1,0,0,1,0,0.7432835821,0.3932445192,0
1,0,1,1,0.9861111111,1,1,2,1,1,1,1,1,1,2,0,0,0.7174129353,0.7283126842,0
1,0,1,1,0.09722222222,1,0,2,0,0,1,0,0,0,0,0,0,0.3029850746,0.0391776437,1
0,0,0,0,0.9166666667,1,1,0,0,0,0,0,0,0,2,1,3,0.06865671642,0.1938559322,0
1,0,1,1,0.7083333333,1,0,2,1,0,0,1,1,1,1,1,2,0.5786069652,0.4566944547,0
0,0,1,1,0.4166666667,1,0,0,0,0,0,0,0,0,1,0,2,0.01293532338,0.07006494105,0
0,0,0,0,0.4722222222,1,1,1,0,0,0,0,1,0,0,0,0,0.6676616915,0.3335252395,0
1,0,1,1,0.8888888889,1,1,0,0,0,0,0,0,0,2,1,1,0.06517412935,0.1744254329,0
1,1,1,0,0.9027777778,1,1,1,0,1,1,0,1,1,1,1,2,0.8447761194,0.7821078206,0
1,0,0,0,0.6527777778,1,1,1,1,1,0,1,1,0,0,0,1,0.8208955224,0.5376289609,0
0,0,0,0,0.01388888889,1,0,1,1,0,0,0,1,1,0,1,0,0.7696517413,0.01100773766,1
0,0,0,0,0.6805555556,1,1,2,1,1,0,0,0,0,0,1,3,0.4129353234,0.337866157,1
0,0,1,1,0.9305555556,1,1,1,0,1,0,1,1,0,2,0,3,0.7547263682,0.7257277082,0
1,0,0,1,0.5416666667,1,0,0,0,0,0,0,0,0,1,0,2,0.01094527363,0.08971997052,0
1,0,0,0,0.1944444444,1,0,0,0,0,0,0,0,0,0,0,1,0.01641791045,0.03267202469,0
0,1,0,0,0.5972222222,1,0,1,1,1,0,1,1,1,0,1,3,0.8945273632,0.5297416175,1
1,1,0,0,0.7777777778,1,1,1,0,0,1,0,1,1,0,1,0,0.823880597,0.6441138541,0
0,0,0,0,0.1944444444,1,0,2,0,0,0,1,0,1,1,0,3,0.4064676617,0.08898880803,0
0,0,0,0,0.01388888889,1,0,1,0,0,0,0,0,0,0,0,0,0.528358209,0.008215502948,1
1,0,1,1,0.2222222222,1,0,2,1,1,0,0,0,0,1,1,1,0.3741293532,0.09877026529,0
1,0,1,1,0.9722222222,1,1,1,1,1,0,0,1,1,0,1,0,0.8736318408,0.869801262,0
1,1,1,0,1,1,1,2,1,1,1,0,1,1,2,1,3,0.6552238806,0.6887493091,0
0,0,1,1,0.3194444444,1,0,1,0,0,1,0,0,0,0,1,3,0.5676616915,0.1960782056,0
1,0,0,1,0.2916666667,1,1,0,0,0,0,0,0,0,0,0,1,0.06417910448,0.05378937915,0
0,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,1,1,0.01890547264,0.002320145542,1
1,0,0,1,0.01388888889,1,0,1,0,0,0,0,0,0,0,0,2,0.5124378109,0.008031273029,1
0,1,1,0,0.4444444444,1,1,1,0,0,0,0,1,1,0,1,0,0.7457711443,0.3374861828,1
1,0,1,1,0.2361111111,1,0,1,0,0,0,0,1,0,0,0,0,0.6228855721,0.1612990512,1
0,0,0,0,0.05555555556,0,0,2,1,1,0,0,0,0,0,1,0,0.1532338308,0.01587255895,1
0,0,0,0,0.5,1,1,2,0,0,1,0,0,0,1,0,0,0.3736318408,0.2235514923,0
0,0,0,0,0.6944444444,0,0,2,0,1,1,1,0,0,2,0,3,0.2134328358,0.2225439849,0
0,0,1,1,0.6666666667,0,0,2,0,0,0,1,0,0,0,1,3,0.1119402985,0.1638552413,0
0,0,0,1,0.6944444444,1,0,0,0,0,0,0,0,0,2,0,3,0.01890547264,0.1117872605,0
1,0,1,0,1,1,1,2,1,1,1,1,0,1,2,0,3,0.6099502488,0.6690885225,0
1,0,0,1,0.1388888889,1,1,0,0,0,0,0,0,0,0,0,3,0.06517412935,0.02578067428,0
0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0.01393034826,0.04510178703,0
1,0,0,0,0.01388888889,1,0,1,0,0,0,0,1,0,0,1,0,0.6139303483,0.009205738762,1
0,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,0,0.01044776119,0.002222273397,1
1,0,0,0,0.125,1,0,1,0,0,1,0,1,1,0,1,0,0.7542288557,0.09345638357,0
1,0,0,0,0.02777777778,1,1,1,1,0,0,0,0,1,0,0,1,0.7213930348,0.02012136146,0
0,0,1,0,0.5555555556,1,1,1,0,0,0,1,0,0,0,1,3,0.6029850746,0.3600370763,0
1,0,1,0,0.9583333333,1,1,1,0,0,1,0,1,1,1,0,2,0.8084577114,0.7877498618,0
0,0,1,0,0.5138888889,1,1,1,1,0,1,1,0,1,1,1,0,0.8054726368,0.4323185335,1
1,0,0,1,0.25,1,1,1,0,0,1,0,0,0,0,1,3,0.6199004975,0.1619668847,0
1,1,1,0,0.1527777778,1,0,1,0,0,0,0,0,0,0,1,0,0.5169154229,0.09611044584,0
0,0,1,0,0.1111111111,1,1,1,0,0,0,0,0,1,0,1,3,0.6661691542,0.07224115696,1
0,0,0,0,0.04166666667,1,1,1,0,0,0,0,0,0,0,0,0,0.5671641791,0.02786477524,1
1,0,1,1,0.7638888889,1,0,2,1,0,0,0,0,1,1,0,3,0.4099502488,0.3635086588,0
1,0,1,0,0.4583333333,1,1,1,0,1,1,0,0,1,0,1,0,0.7472636816,0.3560243183,0
0,0,0,0,0.6388888889,1,0,2,0,0,0,0,0,0,0,0,2,0.2656716418,0.2497351695,0
1,0,0,0,0.4722222222,1,1,0,0,0,0,0,0,0,2,0,2,0.07810945274,0.1128811256,0
0,0,0,0,0.04166666667,1,0,0,0,0,0,0,0,0,0,0,0,0.01940298507,0.007593726971,0
1,0,1,1,0.4166666667,1,0,0,0,0,0,0,0,0,2,0,1,0.02985074627,0.08197079956,0
0,0,0,0,0.4583333333,1,1,2,1,0,0,1,0,0,1,0,0,0.4094527363,0.2248526161,0
1,0,1,1,0.625,1,1,1,0,1,1,0,0,1,1,1,3,0.763681592,0.5030455508,0
1,0,0,0,0.5555555556,1,0,2,1,1,0,1,0,0,0,1,1,0.4343283582,0.3047968865,0
0,0,0,0,0.9861111111,1,1,1,1,1,1,1,1,1,2,1,0,0.9990049751,0.9761422255,0
1,0,0,0,0.01388888889,1,1,2,0,0,1,0,0,0,0,0,0,0.3592039801,0.006258060059,1
0,0,1,1,1,0,0,2,1,1,1,1,1,1,2,0,2,0.4597014925,0.5213706706,0
0,0,1,1,0.3055555556,1,0,1,0,0,0,0,0,1,0,1,0,0.615920398,0.2061820652,0
1,0,1,1,0.6388888889,1,0,0,0,0,0,0,0,0,1,1,2,0.01940298507,0.09736551216,0
0,0,1,1,0.7638888889,1,0,0,0,0,0,0,0,0,2,0,1,0.02736318408,0.1393584193,0
1,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,1,0.02189054726,0.002354688651,0
0,0,0,0,0.1666666667,1,1,2,0,0,0,1,1,1,1,1,1,0.5731343284,0.0983845339,0
1,0,0,0,0.4305555556,1,1,1,0,1,0,0,0,0,0,1,0,0.6189054726,0.2796955601,0
1,0,1,0,0.06944444444,0,0,2,0,0,0,0,0,0,0,1,0,0.06666666667,0.01156042741,1
0,0,1,1,0.9305555556,1,1,2,1,0,0,0,1,1,2,1,0,0.5696517413,0.6021382185,0
1,0,0,0,0.01388888889,1,0,2,0,0,0,0,0,0,0,0,1,0.2606965174,0.005118137436,0
1,0,1,0,0.5555555556,0,0,2,1,1,1,0,0,0,1,1,0,0.239800995,0.1976384027,1
1,0,1,1,0.5694444444,1,1,2,1,1,1,0,1,0,0,1,3,0.560199005,0.3481427321,0
1,0,0,0,0.01388888889,1,1,1,0,0,0,0,0,0,0,1,0,0.5676616915,0.00867032056,1
1,0,0,0,0.7083333333,1,1,1,1,1,0,0,1,0,1,1,0,0.7616915423,0.5570191599,1
1,0,1,1,0.5833333333,0,0,2,1,0,1,1,1,0,2,0,3,0.2975124378,0.2340065402,0
1,0,1,1,0.3194444444,1,0,0,0,0,0,0,0,0,1,0,1,0.01393034826,0.05030628224,0
0,1,0,0,0.01388888889,1,0,1,0,0,0,0,0,0,0,1,0,0.52039801,0.008123387988,1
0,0,0,0,0.01388888889,1,0,0,0,0,0,0,0,0,0,0,1,0.01890547264,0.002320145542,0
0,0,0,0,0.7777777778,1,1,1,1,1,0,0,1,1,0,1,3,0.8791044776,0.6786512067,0
1,0,0,1,0.2083333333,1,1,1,0,1,0,0,1,0,0,1,0,0.723880597,0.1646612472,0
1,0,1,1,0.1666666667,1,1,0,0,0,0,0,0,0,2,1,2,0.07114427861,0.03603997789,0
0,0,1,1,0.75,1,0,2,1,0,1,1,0,1,2,0,2,0.5144278607,0.4458191323,0
0,0,0,0,0.09722222222,1,0,2,0,0,0,0,1,1,0,1,0,0.4835820896,0.05274732867,0
0,0,1,1,0.4583333333,1,1,1,0,0,0,0,0,1,0,0,3,0.6756218905,0.3161500553,1
1,0,1,1,0.2222222222,1,0,0,0,0,0,0,0,0,0,0,0,0.01890547264,0.03930430177,0
0,0,0,1,0.2916666667,1,0,2,1,0,1,0,0,1,1,0,1,0.463681592,0.1539240973,0
1,1,1,0,0.4166666667,1,1,2,0,0,1,0,1,1,2,0,0,0.5631840796,0.251214766,0
1,0,0,0,0.04166666667,1,0,2,0,0,0,1,0,0,0,1,1,0.3208955224,0.01701248158,0
1,0,0,0,0.1527777778,1,0,1,0,0,1,0,0,0,0,0,0,0.5437810945,0.09423936072,0
0,0,0,0,0.8611111111,1,1,1,1,1,1,1,1,1,1,1,3,0.9631840796,0.821371822,0
1,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0.007462686567,0.04016212233,0
1,0,0,1,0.08333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.01293532338,0.01480747973,0
0,0,0,0,0.6388888889,1,1,1,0,0,1,0,1,1,1,1,0,0.8243781095,0.5382277082,0
1,0,0,0,0.2916666667,1,1,1,0,0,0,0,0,1,0,1,0,0.6552238806,0.2000564204,0
1,0,0,0,0.9444444444,1,1,0,0,0,0,0,0,0,2,1,2,0.05870646766,0.1725831338,0
0,0,0,0,0.01388888889,1,1,2,0,0,0,0,0,0,0,1,0,0.3169154229,0.005768699337,0
0,0,1,0,0.3472222222,1,0,1,0,0,1,0,0,0,0,1,0,0.5606965174,0.2069995855,0
0,0,0,1,0.3333333333,1,0,0,0,0,0,0,0,0,2,0,1,0.01492537313,0.05735307664,0
0,0,1,0,0.4166666667,1,1,1,0,0,0,0,0,1,0,1,0,0.6641791045,0.302165853,1
0,0,0,0,0.02777777778,1,0,1,0,0,0,0,0,1,0,0,0,0.6199004975,0.02119795505,1
1,0,1,0,0.7083333333,1,1,1,0,1,1,0,1,1,1,1,2,0.8810945274,0.6331521739,0
0,0,1,1,0.7916666667,1,1,2,1,0,1,1,1,1,2,1,0,0.6592039801,0.5579172808,0
0,0,0,0,0.2083333333,1,1,0,0,0,0,0,0,0,2,0,2,0.06766169154,0.04249953943,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,1,2,0.6512437811,0.7020196205,0
0,0,0,0,0.02777777778,1,0,1,0,0,1,0,0,0,0,1,0,0.5726368159,0.01850934967,1
1,0,1,0,0.3888888889,1,1,1,0,1,1,0,1,0,0,0,3,0.77960199,0.3090859893,0
1,1,1,0,0.4027777778,1,1,1,0,0,1,0,1,1,0,1,0,0.7985074627,0.3459089444,1
1,0,1,1,0.9722222222,1,0,1,1,1,1,1,1,0,2,1,3,0.8243781095,0.8054071481,0
0,0,0,0,0.1805555556,1,0,0,0,0,0,0,0,0,1,0,1,0.01940298507,0.03146301584,0
0,1,1,0,0.8194444444,1,1,1,1,1,1,1,0,0,1,1,0,0.7542288557,0.6314365328,0
1,1,1,0,0.1805555556,1,1,1,0,0,0,0,1,1,0,1,0,0.7661691542,0.1420470247,1
1,1,1,0,0.09722222222,1,1,1,0,0,0,0,0,0,0,1,1,0.5587064677,0.06078435888,1
0,0,1,0,0.8611111111,1,0,2,1,0,1,1,1,1,2,0,1,0.6243781095,0.5740949705,0
0,0,0,0,0.2916666667,1,0,2,1,0,1,1,0,0,1,1,0,0.4179104478,0.1448910741,0
0,0,0,0,0.02777777778,1,0,2,0,0,1,0,0,1,0,0,0,0.423880597,0.01282700811,0
0,0,0,0,0.01388888889,1,0,2,0,0,0,0,0,0,0,0,3,0.255721393,0.005060565586,0
1,0,0,0,0.05555555556,1,0,1,0,0,1,0,0,1,0,0,0,0.6746268657,0.03547577377,0
0,0,0,0,0.2638888889,1,0,0,0,0,0,0,0,0,1,0,3,0.01990049751,0.04417488025,0
0,0,0,0,0.4166666667,1,0,1,0,0,0,1,1,0,0,0,0,0.6656716418,0.2942957811,1
1,0,1,1,0.9305555556,1,0,0,0,0,0,0,0,0,2,1,3,0.01144278607,0.1478675387,0
1,1,1,0,1,1,1,1,1,1,1,0,0,1,2,1,3,0.839800995,0.8693694731,0
1,0,1,0,0.7361111111,1,0,0,0,0,0,0,0,0,2,0,3,0.01641791045,0.1278152634,0
0,0,0,0,0.06944444444,1,0,0,0,0,0,0,0,0,1,0,0,0.01293532338,0.01146831245,0
1,1,1,0,0.9861111111,1,0,1,0,1,1,1,0,1,2,1,3,0.7686567164,0.772286063,0
0,0,1,1,0.6944444444,1,1,2,0,1,1,1,1,1,1,1,3,0.655721393,0.4795044215,0
1,0,1,1,0.7777777778,1,1,1,0,0,1,1,1,1,2,1,0,0.8452736318,0.676325304,0
1,0,0,0,0.02777777778,1,0,2,0,0,0,1,0,0,0,1,3,0.3179104478,0.01257944915,0
0,1,0,0,0.02777777778,1,1,1,0,0,1,0,0,1,0,1,0,0.6995024876,0.02063950811,1
1,0,1,1,0.3333333333,1,1,2,1,0,0,0,0,0,0,0,0,0.3631840796,0.1540795413,1
1,0,1,1,0.6388888889,1,0,0,0,0,0,0,0,0,2,0,3,0.01691542289,0.09929992631,0
1,0,1,0,0.9861111111,1,1,1,1,1,1,1,1,1,2,1,0,0.9751243781,0.9861769989,0
0,0,0,0,0.4027777778,0,0,2,0,0,0,1,0,0,0,1,0,0.1288557214,0.1066460943,0
1,0,1,1,0.9583333333,1,1,0,0,0,0,0,0,0,2,0,2,0.06169154229,0.1978399042,0
1,0,1,0,0.9861111111,1,1,2,0,1,1,1,1,1,2,0,3,0.6562189055,0.6858937454,0
0,1,0,0,0.01388888889,1,0,1,0,0,0,0,1,1,0,1,0,0.7268656716,0.01051261975,1
1,1,1,0,0.7777777778,1,0,2,1,1,1,1,1,1,2,1,2,0.6706467662,0.5555050203,0
1,0,0,1,0.7777777778,1,0,0,0,0,0,0,0,0,1,1,1,0.02935323383,0.1426227432,0
1,0,0,0,0.01388888889,1,0,1,0,0,0,0,1,0,0,1,0,0.6094527363,0.009153924097,1
0,0,1,0,0.3888888889,1,1,0,0,0,0,0,0,0,1,0,1,0.07263681592,0.07739959469,0
0,0,1,1,0.2638888889,1,0,0,0,0,0,0,0,0,0,0,1,0.01940298507,0.04400792189,0
1,0,1,0,0.9166666667,1,1,2,0,0,0,1,0,1,0,0,0,0.4537313433,0.4910418202,0
0,0,1,1,0.2361111111,1,1,2,0,0,1,1,0,0,1,1,1,0.4348258706,0.1232843589,0
1,0,1,1,0.7222222222,1,1,0,0,0,0,0,0,0,2,0,1,0.07462686567,0.1549661478,0
0,0,0,0,0.2638888889,1,0,2,0,1,0,0,1,0,1,0,0,0.3975124378,0.1203539517,0
0,0,0,0,0.5,1,0,2,1,1,1,1,1,1,1,0,2,0.6726368159,0.3458398581,0
1,1,1,0,0.09722222222,1,0,1,0,0,0,0,0,0,0,1,1,0.515920398,0.05383543662,1
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,0.8621890547,0.8678956338,0
1,0,1,1,0.9305555556,1,1,1,1,1,1,0,1,1,1,1,0,0.9258706468,0.8615166728,1
1,1,0,0,0.4722222222,1,0,1,0,1,1,0,1,1,1,1,0,0.8119402985,0.3849426584,0
1,1,1,0,0.7916666667,1,1,1,0,1,1,0,0,1,0,1,2,0.7661691542,0.6248906135,1
0,0,1,0,0.09722222222,1,0,1,0,0,1,0,1,0,0,1,0,0.6766169154,0.06760086588,1
0,1,1,0,0.01388888889,1,1,1,0,0,1,0,1,1,0,1,0,0.8213930348,0.01160648489,1
1,0,1,0,0.1111111111,1,0,0,0,0,0,0,0,0,0,1,2,0.01293532338,0.01855540715,0
0,0,0,0,0.9583333333,1,1,1,0,0,1,1,1,1,2,0,0,0.8532338308,0.8092874908,0
0,0,1,0,0.6944444444,1,1,1,1,0,1,0,1,1,1,1,1,0.8572139303,0.6025354643,0
1,0,0,0,0.1388888889,1,0,0,0,0,0,0,0,0,1,0,1,0.01243781095,0.0260052045,0
0,0,1,1,0.1666666667,1,1,0,0,0,0,0,0,0,2,0,3,0.06965174129,0.03162997421,0
0,0,0,0,0.1944444444,1,0,1,0,1,0,0,0,1,0,1,0,0.6771144279,0.1359789517,1
0,0,1,0,0.9722222222,0,0,2,1,0,1,1,0,1,2,1,2,0.3144278607,0.3880572955,0
0,1,0,0,0.8888888889,1,1,1,1,0,1,1,1,1,0,1,2,0.9024875622,0.8188213891,0
0,0,1,1,0.9166666667,1,1,2,1,1,1,1,1,1,2,0,3,0.7129353234,0.6861240328,0
0,0,1,1,0.9861111111,1,0,2,1,0,1,1,1,1,2,1,3,0.6343283582,0.6908449245,0
1,1,0,0,0.2777777778,1,0,1,0,0,0,0,1,1,0,0,0,0.7134328358,0.1898086312,0
1,0,1,0,1,1,0,2,1,1,0,1,1,1,2,1,2,0.607960199,0.6624504882,0
0,0,1,1,0.9861111111,1,0,2,1,1,1,1,0,0,2,0,3,0.455721393,0.5173291268,0
1,0,1,1,0.5277777778,1,1,1,0,0,1,0,1,1,0,1,3,0.8248756219,0.4555890752,0
0,0,0,0,0.3888888889,1,1,1,0,1,0,0,0,1,0,1,0,0.7134328358,0.3023155398,1
1,1,1,0,0.2361111111,1,0,1,0,1,0,0,0,0,0,1,0,0.5791044776,0.1420182388,1
1,0,0,0,0.4583333333,0,0,2,0,1,0,0,1,0,1,1,0,0.2074626866,0.1507231024,0
0,0,1,1,0.3194444444,0,0,2,1,0,0,1,0,0,2,0,1,0.1626865672,0.09366364223,0
1,0,1,1,0.8055555556,1,0,0,0,0,0,0,0,0,1,1,0,0.01293532338,0.1276713338,0
0,1,1,0,0.9722222222,1,1,1,0,1,0,1,1,1,2,1,2,0.8577114428,0.8462313467,0
1,0,1,0,0.05555555556,1,0,1,0,0,0,0,0,0,0,0,0,0.5199004975,0.03387527634,0
1,0,1,1,0.625,1,0,0,0,0,0,0,0,0,2,0,1,0.02089552239,0.1069915254,0
1,0,0,0,0.1388888889,1,0,1,0,0,0,0,0,0,0,1,0,0.5149253731,0.08520633751,1
1,0,1,1,0.5,1,0,0,0,0,0,0,0,0,2,0,3,0.01194029851,0.08687592115,0
1,0,0,0,0.75,1,0,2,1,1,0,1,1,0,0,1,1,0.5139303483,0.4471375276,0
1,0,1,1,0.3194444444,1,1,2,0,1,0,1,0,0,2,0,1,0.4124378109,0.1628362196,0
0,0,1,1,0.5694444444,1,1,2,1,1,1,0,1,0,1,1,3,0.5980099502,0.3697494473,0
1,1,0,0,0.06944444444,1,0,1,0,0,0,0,0,0,0,1,1,0.5293532338,0.04278739867,0
1,0,1,1,0.375,0,0,2,0,1,1,0,0,1,1,1,3,0.2746268657,0.1435151069,0
0,0,0,0,0.01388888889,1,0,1,0,0,0,1,1,1,0,1,0,0.7721393035,0.01103652358,0
0,0,1,1,0.9305555556,0,0,2,1,0,0,1,0,0,2,0,3,0.1736318408,0.2931213154,0
0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,0.7094527363,0.7425444455,0
0,0,1,1,0.7777777778,1,1,0,0,0,0,0,0,0,2,1,3,0.06666666667,0.16913458,0
1,0,1,1,0.6111111111,1,1,0,0,0,0,0,0,0,1,0,0,0.06567164179,0.1167096536,0
0,1,1,0,0.9166666667,1,1,1,0,1,0,0,1,1,0,1,0,0.8213930348,0.7703977063,0
0,0,0,0,0.4722222222,1,1,2,1,1,0,1,0,0,1,1,1,0.4592039801,0.240506402,1
0,0,1,0,0.9583333333,1,1,1,0,0,1,1,1,1,2,0,2,0.8666666667,0.8337152266,0
0,0,1,1,0.01388888889,1,1,1,1,0,1,0,1,1,0,1,0,0.8378109453,0.011796472,1
0,0,0,0,0.5555555556,1,0,0,0,0,0,0,0,0,2,0,3,0.01393034826,0.09559805637,0
1,0,1,1,0.4166666667,1,1,2,1,0,0,0,0,0,0,1,2,0.360199005,0.1829287951,0
0,0,0,0,0.1527777778,1,0,2,0,0,0,1,1,1,0,0,1,0.5199004975,0.09548866986,0
0,0,0,0,0.2083333333,1,0,0,0,0,0,0,0,0,1,0,3,0.0184079602,0.03482521186,0
1,0,0,0,0.1527777778,1,0,2,0,0,1,0,1,1,0,1,0,0.5084577114,0.08201109985,0
0,0,1,1,0.8888888889,1,0,0,0,0,0,0,0,0,1,0,2,0.01542288557,0.1539068257,0
1,1,1,0,1,1,0,2,1,1,1,1,1,0,2,0,2,0.5587064677,0.6172565862,0
1,1,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,0.744278607,0.7754985722,0
0,0,0,1,0.01388888889,1,0,2,1,0,0,0,0,0,0,0,1,0.3278606965,0.005895357406,0
0,0,0,1,0.2083333333,1,0,2,1,1,1,1,0,0,1,0,3,0.4711442786,0.1162951363,0
0,0,0,0,0.8333333333,1,1,2,0,0,1,1,1,1,1,0,3,0.6199004975,0.5581072679,0
1,0,0,0,0.7777777778,1,0,2,1,0,1,0,0,0,1,0,1,0.3427860697,0.3476994289,0
0,0,0,0,0.1111111111,1,0,0,0,0,0,0,0,0,2,0,1,0.02587064677,0.018612979,0
0,0,0,0,0.04166666667,1,0,1,0,0,1,1,0,0,0,0,3,0.6154228856,0.02504951179,1
